# id	cmn	eng — from Tatoeba (CC-BY 2.0 FR)
13187958	今天輪到我了。	It's my turn today.
13188036	今天該我了。	It's my turn today.
13188332	謝謝你的辛勤工作。	Thank you for your hard work.
13188540	車費多少錢？	How much is the fare?
13189526	沒問題！	No problem!
13189527	沒問題啊！	No problem!
13189528	沒關係！	No problem!
13189626	這是誰的包？	Whose bag is this?
13189709	首爾是韓國的首都。	Seoul is the capital of South Korea.
13189725	爸爸說他不會吃的。	Dad said that he wouldn't eat.
13189727	上帝永遠善良。	God is good at all times.
13189729	我要禱告了。	I'm going to pray.
13189730	上帝永遠虔誠。	God is always faithful.
13189731	甘蔗是甜的。	Sugar cane is sweet.
13189732	他們是兒童嗎？	Are these children?
13189733	你爸爸在哪？	Where is your dad?
13189734	這是我的腳踏車。	It's my bicycle.
13189735	影片很長。	It's a long video.
13189738	世界和平將會實現。	The entire world will find peace.
13189745	這個包是誰的？	Whose bag is this?
13189765	我出生在韓國。	I was born in Korea.
13189772	你是在哪裡出生的？	Where were you born?
13189776	你是在哪兒出生的？	Where were you born?
13189784	哪裡哪裡！	You flatter me!
13189798	不用謝。	Not at all!
13189801	不敢當。	You flatter me!
13189833	我來自台北。	I come from Taipei.
13189834	我來自臺北。	I come from Taipei.
13189852	我來自烏克蘭。	I come from Ukraine.
13189884	開羅是埃及的首都。	Cairo is the capital of Egypt.
13189912	平壤是北韓的首都。	Pyongyang is the capital of North Korea.
13189914	平壤是朝鮮的首都。	Pyongyang is the capital of North Korea.
13190000	耶路撒冷是以色列的首都。	Jerusalem is the capital of Israel.
13190015	耶路撒冷是巴勒斯坦的首都。	Jerusalem is the capital of Palestine.
13190062	華盛頓是美國的首都。	Washington is the capital of the United States.
13190076	說英語吧！	Speak English.
13190081	麻煩你了。	Sorry to trouble you.
13190499	電池續航力對我來說很重要。	Battery life is really important to me.
13190500	我更喜歡螢幕大的手機。	I prefer a phone with a large screen.
13190503	我想要備受好評的可靠品牌。	I want a reliable brand that has good reviews.
13190504	防水功能可以加分。	Waterproof features would be a plus.
13190506	我可能也會購買整修品。	I might consider buying a refurbished phone.
13190507	價格應該符合預算。	The price should fit my budget.
13190509	我需要耐用好幾年的手機。	I need a phone that can last for several years.
13190514	優質的保固能讓我安心。	A good warranty would make me feel better.
13190517	我想要避免問題太多的手機。	I want to avoid phones that have too many issues.
13190518	相機品質是我的優先考量。	Camera quality is a top priority for me.
13190520	我想要支持快充的手機。	I'd like a phone that supports fast charging.
13190521	我很需要易於使用的軟體。	User-friendly software is important for my needs.
13190534	意見欄討論了投票的重要性，	The opinion column discusses the importance of voting.
13190542	公車票價多少？	How much is the bus fare?
13191967	請給我打電話。	Please call me.
13191977	給我打電話。	Call me.
13192231	哪兒疼啊？	Where does it hurt?
13192235	哪兒痛？	Where does it hurt?
13192237	哪兒疼？	Where does it hurt?
13192375	德黑蘭是伊朗的首都。	Tehran is the capital of Iran.
13192398	這輛公車開往波士頓。	This bus is going to Boston.
13192400	這輛巴士開往波士頓。	This bus is going to Boston.
13192411	莫斯科是俄羅斯的首都。	Moscow is the capital of Russia.
13192502	你們都瘋了。	You're all crazy.
13192530	請慢慢說。	Please speak slowly.
13192531	請說慢一點。	Please speak slowly.
13192532	請說慢一些。	Please speak slowly.
13192542	請再說一遍。	Please say it again.
13192801	好胃口！	Bon appétit!
13192807	祝好胃口！	Bon appétit!
13192844	請享用！	Enjoy!
13193191	請慢用！	Bon appétit!
13194090	我很害怕。	I'm scared.
13194101	別害怕！	Don't be afraid!
13194103	不要害怕！	Don't be afraid!
13194104	不要怕！	Don't be afraid!
13194456	這是一個謊言。	That's a lie!
13194457	這是謊言！	That's a lie!
13194472	別說謊！	Don't lie!
13194496	別撒謊！	Don't lie!
13194497	別騙我！	Don't lie!
13194532	很久不見了！	Long time no see!
13194533	好久不見了！	Long time no see!
13194534	很久不見！	Long time no see!
13194535	好久不見！	Long time no see!
13195171	湯姆在看報紙。	Tom is reading a newspaper.
13195172	湯姆在看報。	Tom is reading a newspaper.
13195173	湯姆正在讀報紙。	Tom is reading a newspaper.
13198806	請介紹一下自己。	Please introduce yourself.
13198822	請自我介紹一下。	Please introduce yourself.
13198931	你姓什麼？	What is your last name?
13199339	我會買一些葡萄酒或者啤酒。	I will buy some wine or beer.
13199760	瑪格很激動。	Meg is excited.
13199761	他的話傷了瑪格。	His words hurt Meg.
13199762	瑪格說很多話。	Meg talks a lot.
13199764	瑪格總是處事大方。	Meg always acts generously.
13199766	瑪格為圖畫上色。	Meg colored the picture.
13199767	瑪格清理桌子。	Meg cleared her desk.
13199768	瑪格準備早餐。	Meg is preparing breakfast.
13199770	瑪格擺正書桌。	Meg straightened up her desk.
13199771	瑪格一定要完成學業。	Meg must continue her studies.
13199781	我會殺死湯姆。	I'll kill Tom.
13199782	她會害死她。	She'll kill her.
13199783	他會害死他。	He'll kill him.
13199784	她會害死你。	She'll kill you.
13199785	她會害死他。	She'll kill him.
13199787	他們會害死你！	They'll kill you!
13199789	他會害死她。	He'll kill her.
13199791	他會害死我。	He'll kill me.
13199792	我們會殺死湯姆。	We'll kill Tom.
13199794	他們會害慘你。	They'll kill you.
13199795	他會生病的。	He'll be ill.
13199796	他會受罰。	He'll be punished.
13199797	他會小心的。	He'll be careful.
13199798	他會被逮捕。	He'll be arrested.
13199799	他們會儘快。	They'll be quick.
13199800	他會獲救的。	He'll be saved.
13199801	她會得到自由。	She'll be freed.
13199802	她會被釋放。	She'll be released.
13199803	她會沒事的。	She'll be fine.
13199804	他就要出院了。	He'll be discharged.
13199809	時間是相對的。	Time is relative.
13199812	財富是相對的。	Wealth is relative.
13199813	一切事物皆是相對的。	Everything is relative.
13199814	傳統價值觀是相對的。	Traditional values are relative.
13199820	藏在車子之間。	Hide between the cars.
13199821	讀懂字裡行間的意思。	Read between the lines.
13199823	在兩者之間做選擇。	Choose between the two.
13199824	他藏在座椅之間。	He hid between the seats.
13201654	他喝醉了。	He is drunk.
13201756	快點回答！	Answer now!
13201761	現在開始。	Begin now.
13201763	快點開始。	Begin now.
13201765	立即開始。	Begin now.
13201767	快點去！	Go now!
13201769	快點去吧！	Go now!
13201770	快點走！	Go now!
13201772	現在去吧！	Go now!
13201774	現在去！	Go now!
13201775	現在走！	Go now!
13201777	立即走！	Go now!
13201780	快點吃。	Eat now.
13201785	快點儲存！	Save now!
13201786	現在儲存！	Save now!
13201787	立即儲存！	Save now!
13201788	快點睡。	Sleep now.
13201789	現在睡。	Sleep now.
13201792	少來了！	Now stop!
13201803	公司缺少領導團隊。	The company lacks leadership.
13201805	他們需要領導團隊。	Strong leadership was needed.
13201807	學生們佩服她的領導能力。	Students admire her leadership skills.
13201811	謝謝你的領導。	Thank you for your leadership.
13201812	他天生具有領導能力。	He has natural leadership ability.
13201814	湯姆天生具有領導能力。	Tom has natural leadership ability.
13201817	有領導潛力嗎？	Do you have leadership potential?
13201945	你想成為一個怎樣的人？	What kind of person do you want to be?
13201987	美國是一個共和國。	The United States is a republic.
13202011	美國由五十個州組成。	The United States comprises 50 states.
13202196	美國是一個大國。	The United States is a large country.
13202197	美國是一個大的國家。	The United States is a large country.
13202215	什麼是民主？	What's democracy?
13202303	請跟我解釋這句話。	Please explain this sentence to me.
13203683	烏克蘭是一個主權國家。	Ukraine is a sovereign country.
13203790	請翻譯這個。	Please translate this.
13203871	今天是第一天。	Today is the first day.
13203875	你怎么了，兄弟？	What happened to you, man?
13203877	你发生什么事了，兄弟？	What happened to you, man?
13204746	外行谈策略，内行谈后勤。	Amateurs talk strategy, professionals talk logistics.
13204773	这是世界上最美妙的声音。	That's the most beautiful sound in the world.
13204783	事故发生在一个雨天。	The accident happened on a rainy day.
13205094	我不是在開玩笑。	I'm not joking.
13205097	你瘋了。	You're crazy.
13206401	莎米去年搬來的。	Sami moved in last year.
13206402	她承認很累。	She admitted that she was tired.
13206404	我法語說得不好，請見諒。	Please excuse my bad French.
13206405	他的脾氣不受控制。	He has an uncontrollable temper.
13206619	請讀第五章。	Read chapter five.
13206620	五分鐘過去了。	Five minutes passed.
13206621	五小時過去了。	Five hours passed.
13206622	五個人死了。	Five people died.
13206624	她五歲。	She's five.
13206626	他被判了五年。	He got five years.
13206627	沒什麼新鮮事。	Nothing new.
13206628	開闢新天地。	Break new ground.
13206629	看，有新鮮事。	Look, something new.
13206682	遊戲崩潰。	The game crashed.
13206686	遊戲當機。	The game froze.
13206687	禁止遊戲嗎？	Suspend the game?
13206688	禁止遊戲。	Suspend the game.
13206689	開始遊戲。	Begin the game.
13206690	遊戲繼續。	The game continued.
13206691	遊戲結束。	The game ended.
13206696	進球改變比賽。	Goals change games.
13206699	試玩此遊戲。	Try this game.
13206701	火箭發射。	The rocket launched.
13206703	他發起攻擊。	He launched an attack.
13206704	開始發射倒數。	Begin the launch countdown.
13206706	沒有發動反擊。	No counterattack was launched.
13206708	準備發射魚雷。	Prepare to launch torpedoes.
13206709	已展開調查。	An investigation was launched.
13206710	他們發射火箭。	They launched a rocket.
13206711	他們發起新任務。	They launched a new mission.
13206712	太空人為發射做準備。	The astronauts prepared for launch.
13206866	上鉤了！	Fish on!
13206871	冷靜點！	Steady on!
13206878	繼續前進。	Move on.
13208766	湯姆偷了一顆蘋果。	Tom stole an apple.
13208767	這裡的蘋果很便宜。	Apples are cheap here.
13208768	這些蘋果很大顆。	These apples are huge.
13209386	你是自由人。	You're a free man.
13209513	從現在開始，請叫我湯姆。	Please call me Tom from now on.
13210512	我若能來就會來。	I'll come if I can.
13210513	我會儘量幫助湯姆。	I'll help Tom if I can.
13210514	我會儘量協助湯姆。	I'll help Tom if I can.
13210515	我看看明天能不能吧。	Let's see if I can tomorrow.
13210516	我若能，則人人都能。	If I can do it, anyone can.
13210517	我若能，則誰都能。	If I can do it, anyone can.
13210518	我明天儘量來。	I'll come tomorrow if I can.
13210519	我會儘量協助你的。	I'll help you if I can.
13210520	我會儘量幫助你的。	I'll help you if I can.
13210521	我會儘量協助你們的。	I'll help you if I can.
13210522	我會儘量幫助你們的。	I'll help you if I can.
13210523	我會儘量協助妳的。	I'll help you if I can.
13210524	我會儘量幫助妳的。	I'll help you if I can.
13210525	我會儘量協助妳們的。	I'll help you if I can.
13210526	我會儘量幫助妳們的。	I'll help you if I can.
13210527	我會儘量協助您。	I'll help you if I can.
13210528	我會儘量幫助您。	I'll help you if I can.
13210529	穿上衣服。	Dress up.
13210530	穿上衣服！	Dress up!
13210531	快點穿。	Dress quickly.
13210532	穿衣服！	Get dressed!
13210533	穿衣服。	Get dressed.
13210534	洋裝不錯。	Nice dress.
13210535	禮服不錯。	Nice dress.
13210536	裙子不錯。	Nice dress.
13210540	親愛的！	My dear!
13210542	槍走火了。	The pistol misfired.
13210543	把槍放下。	Put down your pistol.
13210544	把槍給我。	Give me your pistol.
13210545	湯姆得到了一把槍。	Tom got a pistol.
13210546	怎麼知道？	How to know?
13210547	想知道？	Want to know?
13210548	想要知道？	Want to know?
13210549	她得知道。	She needs to know.
13210550	所有人都想知道。	Everybody wanted to know.
13210551	湯姆好想知道。	Tom wants to know.
